	title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1	characteristics_ch1	characteristics_ch1	treatment_protocol_ch1	growth_protocol_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	data_processing	platform_id	contact_name	contact_email	contact_phone	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	supplementary_file	data_row_count
GSM1827684	Tanja_Waldmann_3.2_(HG-U133_Plus_2)	GSM1827684	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_panobinostat_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: panobinostat for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827684/GSM1827684_Tanja_Waldmann_3.2_HG-U133_Plus_2_.CEL.gz	54675
GSM1827685	Tanja_Waldmann_3.3_(HG-U133_Plus_2)	GSM1827685	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_panobinostat_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: panobinostat for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827685/GSM1827685_Tanja_Waldmann_3.3_HG-U133_Plus_2_.CEL.gz	54675
GSM1827686	Tanja_Waldmann_3.4_(HG-U133_Plus_2)	GSM1827686	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_panobinostat_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: panobinostat for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827686/GSM1827686_Tanja_Waldmann_3.4_HG-U133_Plus_2_.CEL.gz	54675
GSM1827687	Tanja_Waldmann_4.1_(HG-U133_Plus_2)	GSM1827687	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_HgBr2_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: HgBr2 for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827687/GSM1827687_Tanja_Waldmann_4.1_HG-U133_Plus_2_.CEL.gz	54675
GSM1827688	Tanja_Waldmann_4.2_(HG-U133_Plus_2)	GSM1827688	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_HgBr2_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: HgBr2 for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827688/GSM1827688_Tanja_Waldmann_4.2_HG-U133_Plus_2_.CEL.gz	54675
GSM1827689	Tanja_Waldmann_4.3_(HG-U133_Plus_2)	GSM1827689	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_HgBr2_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: HgBr2 for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827689/GSM1827689_Tanja_Waldmann_4.3_HG-U133_Plus_2_.CEL.gz	54675
GSM1827690	Tanja_Waldmann_4.4_(HG-U133_Plus_2)	GSM1827690	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_HgBr2_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: HgBr2 for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827690/GSM1827690_Tanja_Waldmann_4.4_HG-U133_Plus_2_.CEL.gz	54675
GSM1827691	Tanja_Waldmann_5.1_(HG-U133_Plus_2)	GSM1827691	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_entinostat_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: entinostat for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827691/GSM1827691_Tanja_Waldmann_5.1_HG-U133_Plus_2_.CEL.gz	54675
GSM1827692	Tanja_Waldmann_5.2_(HG-U133_Plus_2)	GSM1827692	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_entinostat_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: entinostat for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827692/GSM1827692_Tanja_Waldmann_5.2_HG-U133_Plus_2_.CEL.gz	54675
GSM1827693	Tanja_Waldmann_5.3_(HG-U133_Plus_2)	GSM1827693	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_entinostat_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: entinostat for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827693/GSM1827693_Tanja_Waldmann_5.3_HG-U133_Plus_2_.CEL.gz	54675
GSM1827694	Tanja_Waldmann_5.4_(HG-U133_Plus_2)	GSM1827694	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_entinostat_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: entinostat for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827694/GSM1827694_Tanja_Waldmann_5.4_HG-U133_Plus_2_.CEL.gz	54675
GSM1827695	Tanja_Waldmann_7.1_(HG-U133_Plus_2)	GSM1827695	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_phenylmercuric acetate_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: phenylmercuric acetate for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827695/GSM1827695_Tanja_Waldmann_7.1_HG-U133_Plus_2_.CEL.gz	54675
GSM1827696	Tanja_Waldmann_7.2_(HG-U133_Plus_2)	GSM1827696	Public on Jul 21 2015	Jul 20 2015	Jul 21 2015	RNA	1	hESCs_phenylmercuric acetate_6 days	Homo sapiens	gender: female	cell type: human embryonic stem cells	incubated or treated with: phenylmercuric acetate for 6 days	cell status: differentiated state	H9 hESCs were differentiated for 6 days in the presence and absence of the toxicants into neuroepithelia progenitors (NEP)  (Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	According to Krug AK et al. (2013) Human embryonic stem cell-derived test systems for developmental neurotoxicity: a transcriptomics approach. Arch Toxicol 87(1):123-43).	total RNA	Total RNA from 6 days differentiated hESCs in the presence and absence of benchmark concentration (BMC) of toxicants has  been isolated with  Trizol reagent (Invitrogen) and purified with the RNeasy Plus kit from Qiagen	biotin	100ng total RNA was used for aRNA amplification with GeneChip® 3’ IVT Express Kit (Affymetrix, United Kingdom) according to the manufacturer’s instructions. After 16 h of biotinylated in vitro transcription, aRNA was purified using magnetic beads and 15µg of purified aRNA was fragmented with fragmentation buffer	9606	12.5µg of fragmented aRNA was hybridized to the Human Genome U133 plus 2.0 microarrays in the Genechip Hybridisation Oven-645 (Affymetrix, United Kingdom) for 16 h at 45º C.	Arrays were washed and stained with phycoerythrin with Fluidics Station 450 and scanned using the Gene-Chip Scanner 3000 7G (Affymetrix, United Kingdom) according to the manufacturer's instructions	The quality control (QC) matrices were confirmed with expression console software (Affymertix, USA) and Partek genomics suite version 6.6 (Partek Inc.St.Louis,USA). QC passed CEL files were further analyzed using Partek genomics suite version 6.6. All CEL files were RMA background corrected, quantile normalized and all probe sets were summarized using median polish algorithm.	GPL570	Agapios,,Sachinidis	a.sachinidis@uni-koeln.de	+492214787373	Institute of Neurophysiology	University of Cologne	Robert-Kochstr. 39	Cologne	NRW	50931	Germany	ftp://ftp.ncbi.nlm.nih.gov/pub/geo/DATA/supplementary/samples/GSM1827nnn/GSM1827696/GSM1827696_Tanja_Waldmann_7.2_HG-U133_Plus_2_.CEL.gz	54675
